unixtime,equiv_cores,pkg_temp_c,max_core_temp_c,freq_p_mhz,freq_e_mhz,freq_lpe_mhz,util_cpu0
1789830793.592,1.182,54.000,70.000,1201.339,400.000,1001.262,0.000
1789830793.694,1.455,54.000,70.000,3138.550,2697.786,400.000,0.000
1789830793.803,13.582,54.000,70.000,4554.144,3301.424,2500.033,0.600
1789830793.907,5.891,54.000,70.000,2582.159,1118.615,1259.768,0.636
1789830794.011,1.083,54.000,70.000,1671.156,400.000,400.000,0.000
1789830794.116,1.174,54.000,70.000,1866.516,400.000,748.910,0.000
1789830794.220,1.091,54.000,70.000,1468.667,400.000,1759.666,0.000
1789830794.324,1.091,54.000,70.000,1440.722,603.853,1102.115,0.000
1789830794.427,1.083,54.000,70.000,1958.850,895.678,400.000,0.000
1789830794.529,1.308,62.000,70.000,2450.696,1289.334,1252.520,0.000
1789830794.632,0.928,62.000,80.000,1113.202,868.495,400.000,0.000
1789830794.734,1.373,62.000,80.000,1422.713,999.393,400.000,0.000
1789830794.838,1.182,62.000,80.000,1679.295,582.379,1191.507,0.000
1789830794.947,4.183,62.000,80.000,4533.713,3301.397,2499.980,0.182
1789830795.051,15.112,62.000,80.000,1106.792,720.845,400.000,0.727
1789830795.155,1.000,62.000,80.000,1252.396,607.262,400.000,0.000
1789830795.259,1.083,62.000,80.000,1409.490,400.000,1236.766,0.000
1789830795.363,1.182,62.000,80.000,1027.995,661.284,400.000,0.000
1789830795.466,1.091,62.000,80.000,1511.463,1735.484,1221.501,0.000
1789830795.570,1.000,87.000,87.000,1531.080,789.901,400.000,0.000
1789830795.675,1.339,87.000,87.000,1632.775,714.271,1267.822,0.000
1789830795.777,1.633,87.000,87.000,1681.815,1530.666,1011.971,0.000
1789830795.879,1.445,87.000,87.000,1831.609,2145.339,959.187,0.000
1789830795.982,2.869,87.000,87.000,2888.202,2370.647,400.000,0.000
1789830796.084,5.713,87.000,87.000,2699.472,2433.474,400.000,0.250
1789830796.187,4.377,87.000,87.000,2350.345,2683.433,400.000,0.100
1789830796.290,4.606,87.000,87.000,2734.158,1910.747,400.000,0.444
1789830796.393,3.928,87.000,87.000,2772.281,1619.112,400.000,0.182
1789830796.497,5.637,87.000,87.000,3673.671,2314.787,1799.240,0.300
1789830796.601,3.468,73.000,76.000,2836.976,1772.464,1954.534,0.000
1789830796.704,2.938,73.000,79.000,3227.048,2046.603,1258.084,0.111
1789830796.807,6.204,73.000,79.000,4393.809,3149.737,2299.990,0.200
1789830796.910,7.504,73.000,79.000,4369.388,3301.407,2200.029,0.300
1789830797.014,13.742,73.000,79.000,4332.763,3303.208,2199.998,0.545
1789830797.117,13.295,73.000,79.000,4400.403,3140.418,2255.012,0.600
1789830797.222,12.902,73.000,79.000,4080.305,3266.666,1308.542,0.600
1789830797.326,2.518,73.000,79.000,1944.854,711.208,892.047,0.000
1789830797.431,1.018,73.000,79.000,2297.705,1266.873,400.000,0.091
1789830797.533,8.348,73.000,79.000,4235.920,3334.450,2181.498,0.400
1789830797.636,10.791,87.000,87.000,4506.109,3301.397,2413.041,0.556
1789830797.743,10.255,87.000,87.000,4227.934,2939.444,400.000,0.500
1789830797.846,7.239,87.000,87.000,1735.266,1207.318,2063.006,0.333
1789830797.950,8.482,87.000,87.000,4366.669,3301.383,2208.479,0.400
1789830798.054,10.276,87.000,87.000,4450.932,3295.256,2334.871,0.400
1789830798.160,9.453,87.000,87.000,3728.657,3122.912,2431.475,0.500
1789830798.264,10.799,87.000,87.000,3554.451,3178.305,2161.169,0.400
1789830798.373,2.973,87.000,87.000,4529.949,3102.370,2500.044,0.182
1789830798.477,10.945,87.000,87.000,4064.057,3207.939,2106.481,0.500
1789830798.583,10.464,87.000,87.000,4519.058,3301.388,2201.873,0.455
1789830798.690,11.115,93.000,93.000,4599.973,3301.425,2213.565,0.600
1789830798.793,3.189,93.000,93.000,1700.838,1449.764,979.260,0.091
1789830798.895,10.344,93.000,93.000,3907.594,3138.811,1650.916,0.556
1789830798.998,11.334,93.000,93.000,3890.650,3372.375,2118.750,0.500
1789830799.104,10.992,93.000,93.000,4008.001,3208.894,2071.845,0.545
1789830799.209,6.395,93.000,93.000,1362.148,823.834,1172.245,0.300
1789830799.313,8.305,93.000,93.000,4458.293,3364.772,2045.035,0.300
1789830799.419,10.964,93.000,93.000,4239.916,3333.573,1918.686,0.600
1789830799.522,10.802,93.000,93.000,4372.832,3305.901,2282.280,0.583
1789830799.625,8.224,93.000,93.000,1500.518,679.217,400.000,0.400
1789830799.731,5.198,92.000,92.000,4458.417,3301.393,400.000,0.100
1789830799.835,10.928,92.000,92.000,3941.501,3051.341,2184.872,0.500
1789830799.938,11.695,92.000,92.000,4067.953,3306.450,2049.193,0.556
1789830800.041,11.747,92.000,92.000,4251.195,3318.280,2203.961,0.500
1789830800.147,3.112,92.000,92.000,4571.565,3301.434,2366.878,0.100
1789830800.253,10.673,92.000,92.000,4568.886,3234.221,2499.989,0.500
1789830800.360,10.238,92.000,92.000,4404.301,3302.047,1298.806,0.600
1789830800.463,9.455,92.000,92.000,3929.123,3231.331,2434.207,0.500
1789830800.566,5.631,92.000,92.000,2088.066,1659.141,750.691,0.300
1789830800.673,8.220,92.000,92.000,4073.295,3220.482,2021.635,0.400
1789830800.778,9.781,86.000,86.000,4084.492,3201.219,2200.027,0.545
1789830800.885,10.262,86.000,89.000,4579.586,3126.793,2480.435,0.545
1789830800.988,11.147,86.000,89.000,4382.941,3122.153,2093.909,0.545
1789830801.092,3.577,86.000,89.000,4280.109,3301.441,2199.997,0.111
1789830801.199,11.309,86.000,89.000,4549.569,3079.982,1409.209,0.400
1789830801.304,10.989,86.000,89.000,4353.364,3301.392,2338.766,0.545
1789830801.407,11.703,86.000,89.000,4333.993,3301.376,2199.039,0.545
1789830801.510,2.712,86.000,89.000,1810.307,798.103,1072.113,0.100
1789830801.614,10.934,86.000,89.000,4299.202,3301.399,2355.827,0.444
1789830801.716,9.368,86.000,89.000,3627.657,3365.353,2155.766,0.400
1789830801.819,11.200,81.000,89.000,4111.497,3323.901,2127.226,0.545
1789830801.922,6.330,81.000,81.000,2674.810,1059.909,2500.343,0.200
1789830802.025,4.515,81.000,81.000,4274.702,3301.439,2199.971,0.222
1789830802.129,11.667,81.000,81.000,4051.477,3098.367,2396.355,0.545
1789830802.231,9.519,81.000,81.000,3614.546,3187.688,2134.614,0.556
1789830802.335,11.831,81.000,81.000,4392.748,3301.415,2374.074,0.500
1789830802.438,4.122,81.000,81.000,2557.761,497.089,1575.591,0.100
1789830802.542,10.134,81.000,81.000,4262.247,3255.114,2200.001,0.444
1789830802.645,9.763,81.000,81.000,4248.519,3302.749,2249.031,0.364
1789830802.748,10.993,81.000,81.000,4408.707,3306.742,2177.972,0.600
1789830802.851,8.209,90.000,90.000,1698.528,748.236,1049.625,0.455
1789830802.955,6.759,90.000,90.000,4429.998,3314.345,2285.381,0.200
1789830803.059,10.891,90.000,90.000,4405.494,3301.405,2199.938,0.500
1789830803.162,11.365,90.000,90.000,4243.172,3312.785,1961.200,0.545
1789830803.265,9.271,90.000,90.000,3910.764,2066.803,2169.863,0.444
1789830803.372,4.434,90.000,90.000,4566.662,3301.382,2361.207,0.200
1789830803.475,10.406,90.000,90.000,4385.294,3219.628,2210.575,0.400
1789830803.578,10.208,90.000,90.000,4292.632,3268.125,2382.749,0.455
1789830803.682,10.955,90.000,90.000,3688.983,3284.066,2278.432,0.500
1789830803.786,3.919,90.000,90.000,1598.972,1121.127,400.000,0.200
1789830803.894,9.692,96.000,96.000,4579.493,3293.800,1691.286,0.400
1789830804.001,11.141,96.000,96.000,4147.625,3301.408,2104.075,0.545
1789830804.107,10.040,96.000,96.000,3256.495,3301.418,2350.016,0.400
1789830804.212,6.419,96.000,96.000,1522.868,652.529,1165.733,0.300
1789830804.315,8.206,96.000,96.000,4130.229,3273.909,2133.059,0.364
1789830804.418,11.421,96.000,96.000,4419.273,3308.970,1300.003,0.556
1789830804.521,10.196,96.000,96.000,4202.294,3327.807,2149.048,0.545
1789830804.625,8.333,96.000,96.000,4111.797,3308.171,1592.432,0.400
1789830804.727,3.208,96.000,96.000,4072.221,3140.385,2215.550,0.100
1789830804.831,9.982,96.000,96.000,4568.196,3301.413,2484.843,0.500
1789830804.934,9.617,80.000,92.000,4098.522,3426.407,1286.717,0.400
1789830805.040,10.182,80.000,92.000,4599.981,3049.898,1682.536,0.400
1789830805.143,3.326,80.000,92.000,1486.841,475.270,1236.514,0.182
1789830805.246,9.981,80.000,92.000,4332.685,3316.220,2349.878,0.444
1789830805.348,9.818,80.000,92.000,4230.126,3196.405,2163.780,0.400
1789830805.454,11.372,80.000,92.000,4540.661,3301.411,2499.944,0.545
1789830805.558,7.315,80.000,92.000,2199.880,760.618,1362.321,0.200
1789830805.660,5.782,80.000,92.000,4521.996,3301.415,1449.992,0.273
1789830805.763,9.136,80.000,92.000,3719.322,2914.532,2501.035,0.400
1789830805.866,9.193,80.000,92.000,4281.452,3301.424,2183.295,0.222
1789830805.970,10.945,85.000,92.000,4197.466,3321.244,2199.957,0.636
1789830806.073,4.118,85.000,85.000,1934.452,3059.462,400.000,0.200
1789830806.176,10.136,85.000,85.000,4141.235,3196.739,2180.228,0.400
1789830806.279,10.860,85.000,85.000,4175.780,3155.555,2202.850,0.333
1789830806.384,10.463,85.000,85.000,4469.625,3280.616,2353.930,0.455
1789830806.488,7.339,85.000,85.000,2739.315,1090.444,400.000,0.333
1789830806.591,6.653,85.000,85.000,4184.398,3326.408,2135.891,0.273
1789830806.694,10.489,85.000,85.000,4202.833,3197.144,2314.863,0.500
1789830806.801,10.317,85.000,85.000,4577.787,3301.384,2413.061,0.400
1789830806.905,10.137,85.000,85.000,4372.527,3309.100,400.000,0.455
1789830807.011,3.837,71.000,77.000,3557.808,3307.550,2500.404,0.111
1789830807.115,10.883,71.000,90.000,4402.452,3279.674,2274.178,0.545
1789830807.218,12.020,71.000,90.000,4371.010,3279.190,2184.938,0.500
1789830807.321,12.742,71.000,90.000,4174.493,2873.830,400.000,0.700
1789830807.424,10.539,71.000,90.000,3254.211,2415.931,2208.117,0.400
1789830807.529,7.110,71.000,90.000,4495.979,3142.108,2499.869,0.455
1789830807.636,12.768,71.000,90.000,4242.715,3301.581,2199.979,0.800
1789830807.742,11.585,71.000,90.000,4273.624,3301.316,1653.018,0.636
1789830807.845,11.670,71.000,90.000,3581.111,2991.333,1594.979,0.500
1789830807.949,9.165,71.000,90.000,3038.509,2507.279,1073.722,0.636
1789830808.051,7.751,91.000,91.000,4355.931,3301.413,2300.002,0.400
1789830808.156,12.297,91.000,97.000,4492.109,3291.762,2491.278,0.600
1789830808.265,13.395,91.000,97.000,4125.099,3301.385,2199.962,0.600
1789830808.375,12.170,91.000,97.000,4279.603,3283.963,2215.890,0.455
1789830808.479,6.815,91.000,97.000,2335.966,1321.693,400.000,0.200
1789830808.582,9.517,91.000,97.000,4350.995,3308.832,2200.012,0.400
1789830808.686,11.547,91.000,97.000,4252.595,3301.337,2187.290,0.600
1789830808.794,10.544,91.000,97.000,4530.672,3223.731,2299.424,0.455
1789830808.897,8.842,91.000,97.000,2169.715,972.025,400.000,0.333
1789830809.000,5.756,91.000,97.000,3872.820,3301.406,2150.555,0.250
1789830809.103,10.380,86.000,97.000,4066.448,2995.788,2359.993,0.400
1789830809.206,9.002,86.000,86.000,3709.768,1266.670,2400.114,0.400
1789830809.312,10.152,86.000,86.000,3846.273,3282.325,1638.605,0.400
1789830809.419,6.976,86.000,86.000,1838.536,686.321,1449.956,0.500
1789830809.528,8.826,86.000,86.000,4301.204,3338.264,2295.590,0.273
1789830809.636,10.173,86.000,86.000,4166.788,3310.678,2380.324,0.364
1789830809.743,10.507,86.000,86.000,4358.196,3242.695,2354.381,0.400
1789830809.847,11.562,86.000,86.000,4039.660,3330.430,2149.773,0.545
1789830809.949,2.627,86.000,86.000,4290.781,3272.483,2084.890,0.100
1789830810.059,10.845,86.000,86.000,4559.896,3041.689,2350.001,0.400
1789830810.165,11.409,76.000,83.000,4045.945,3357.377,2319.322,0.636
1789830810.271,11.767,76.000,83.000,4106.027,3016.384,2349.960,0.455
1789830810.374,5.672,76.000,83.000,1609.566,400.000,1592.070,0.222
1789830810.477,8.906,76.000,83.000,4155.905,3020.120,2199.890,0.455
1789830810.580,12.302,76.000,83.000,4074.626,3306.004,2199.975,0.600
1789830810.683,11.438,76.000,83.000,4298.417,3308.342,2199.972,0.545
1789830810.787,8.927,76.000,83.000,4119.563,3301.639,2500.494,0.400
1789830810.891,3.027,76.000,83.000,4361.838,3018.494,2333.707,0.200
1789830810.998,11.273,76.000,83.000,4228.293,3265.098,2189.577,0.455
1789830811.107,11.636,76.000,83.000,4318.145,3284.129,2233.297,0.500
1789830811.214,10.143,87.000,87.000,4335.944,3307.742,2199.979,0.500
1789830811.318,6.145,87.000,87.000,2278.067,1022.281,400.000,0.300
1789830811.423,8.945,87.000,87.000,4358.121,3308.253,2200.006,0.364
1789830811.526,9.304,87.000,87.000,4127.333,3221.721,2203.457,0.300
1789830811.629,11.840,87.000,87.000,4301.272,3350.409,2192.065,0.556
1789830811.735,10.600,87.000,87.000,4221.488,2928.323,2251.101,0.455
1789830811.841,3.327,87.000,87.000,4504.463,3058.163,2319.963,0.100
1789830811.944,11.220,87.000,87.000,3344.264,3267.540,2185.622,0.500
1789830812.047,11.931,87.000,87.000,4244.304,3301.378,2243.732,0.600
1789830812.150,9.255,87.000,87.000,4357.641,3307.674,2266.177,0.400
1789830812.255,9.115,89.000,89.000,1672.921,400.000,400.000,0.333
1789830812.363,6.455,89.000,90.000,4148.000,2880.849,2199.993,0.273
1789830812.466,11.128,89.000,90.000,4220.848,3301.360,2267.258,0.500
1789830812.569,9.663,89.000,90.000,3638.904,3289.563,2485.891,0.400
1789830812.674,7.745,89.000,90.000,4069.210,3340.860,2169.886,0.300
1789830812.777,2.073,89.000,90.000,1625.416,887.681,1817.172,0.091
1789830812.882,7.219,89.000,90.000,4185.560,3331.045,2500.090,0.222
1789830812.986,8.773,89.000,90.000,3995.881,3322.176,2398.053,0.455
1789830813.088,9.516,89.000,90.000,4337.630,3155.336,2239.240,0.500
1789830813.191,11.190,89.000,90.000,4170.934,3270.536,2268.117,0.500
1789830813.294,3.145,96.000,96.000,4532.563,3307.234,2500.023,0.100
1789830813.396,11.418,96.000,96.000,3979.177,3244.582,2180.220,0.600
1789830813.502,9.742,96.000,96.000,4536.317,3301.945,1711.791,0.583
1789830813.605,10.623,96.000,96.000,4090.071,3322.770,2210.203,0.333
1789830813.708,5.373,96.000,96.000,1927.700,1442.383,400.000,0.200
1789830813.813,9.241,96.000,96.000,4206.622,3307.716,2200.021,0.400
1789830813.916,10.763,96.000,96.000,4273.509,3236.854,2282.538,0.364
1789830814.021,9.564,96.000,96.000,4333.856,3377.345,2336.507,0.455
1789830814.126,8.098,96.000,96.000,1891.059,825.211,1333.797,0.400
1789830814.233,5.179,96.000,96.000,4230.684,3314.374,1350.034,0.200
1789830814.338,11.427,95.000,95.000,4093.612,3234.312,2108.740,0.400
1789830814.444,10.245,95.000,95.000,4053.798,3165.051,2013.535,0.455
1789830814.548,10.000,95.000,95.000,4139.053,3301.414,2199.953,0.200
1789830814.652,2.486,95.000,95.000,1672.423,675.035,1055.525,0.100
1789830814.755,11.501,95.000,95.000,4229.765,3369.827,2200.003,0.600
1789830814.859,10.054,95.000,95.000,4221.644,3240.083,2138.046,0.455
1789830814.964,9.126,95.000,95.000,4346.469,3311.700,2200.022,0.300
1789830815.067,10.399,95.000,95.000,4437.039,3053.488,2499.113,0.545
1789830815.171,2.455,95.000,95.000,4184.075,3296.921,2399.949,0.000
1789830815.276,9.700,95.000,95.000,4347.889,3301.333,1300.009,0.400
1789830815.379,11.000,96.000,96.000,4418.470,3263.603,2493.175,0.545
1789830815.484,12.092,96.000,96.000,4291.528,3301.382,2200.037,0.400
1789830815.589,7.682,96.000,96.000,1823.637,1038.757,400.000,0.400
1789830815.692,5.835,96.000,96.000,4036.088,2977.404,2250.749,0.200
1789830815.798,10.910,96.000,96.000,4287.061,3218.855,2141.901,0.400
1789830815.901,11.956,96.000,96.000,4302.609,3301.421,2200.026,0.545
1789830816.004,10.688,96.000,96.000,4406.865,3301.411,2212.180,0.400
1789830816.107,5.318,96.000,96.000,2118.409,767.385,400.000,0.200
1789830816.211,7.740,96.000,96.000,4314.385,3294.020,2122.929,0.300
1789830816.318,11.301,96.000,96.000,4050.726,3161.178,2199.958,0.600
1789830816.422,12.394,95.000,95.000,4275.490,3336.438,2199.950,0.600
1789830816.529,12.353,95.000,96.000,4164.070,3038.733,2331.872,0.545
1789830816.636,3.703,95.000,96.000,4354.807,3301.349,2014.114,0.200
1789830816.746,10.982,95.000,96.000,4372.634,3301.393,2302.579,0.545
1789830816.853,10.627,95.000,96.000,4506.150,3301.403,2410.184,0.455
1789830816.957,13.205,95.000,96.000,4070.266,3364.230,2250.977,0.600
1789830817.060,10.109,95.000,96.000,2272.166,400.000,1001.524,0.400
1789830817.168,5.186,95.000,96.000,4329.761,3301.261,2177.213,0.200
1789830817.274,11.145,95.000,96.000,4505.688,3263.842,2499.872,0.500
1789830817.379,12.520,95.000,96.000,4447.467,3301.283,1951.032,0.500
1789830817.488,13.567,93.000,96.000,4233.260,3233.642,2167.997,0.636
1789830817.595,7.371,93.000,93.000,1606.780,400.000,1324.297,0.333
1789830817.700,8.608,93.000,93.000,4125.621,3339.637,2329.613,0.300
1789830817.803,12.067,93.000,93.000,4154.750,3301.425,2203.711,0.600
1789830817.907,12.595,93.000,93.000,4276.286,3088.532,2350.946,0.583
1789830818.010,12.118,93.000,93.000,4214.815,3307.988,2200.011,0.545
1789830818.113,4.949,93.000,93.000,1774.965,400.000,1556.216,0.111
1789830818.221,11.036,93.000,93.000,4408.661,3301.363,2369.264,0.545
1789830818.326,12.903,93.000,93.000,4275.566,3301.368,2200.004,0.700
1789830818.431,12.729,93.000,93.000,4218.576,3287.520,2199.995,0.545
1789830818.536,10.352,98.000,98.000,4290.072,3301.405,2199.976,0.444
1789830818.639,5.707,98.000,98.000,2991.626,1609.891,1620.548,0.273
1789830818.742,12.288,98.000,98.000,4428.741,3097.621,2230.318,0.400
1789830818.844,14.125,98.000,98.000,4096.370,3073.895,2199.976,0.700
1789830818.950,13.865,98.000,98.000,4117.860,3163.204,2287.658,0.600
1789830819.054,14.210,98.000,98.000,4227.502,2891.434,2265.744,0.545
1789830819.165,13.721,98.000,98.000,4254.710,3284.004,1802.127,0.636
1789830819.268,4.855,98.000,98.000,3159.696,2445.403,1314.230,0.300
